ncode,narou_title,match_score,is_matched,annict_id,annict_title,watchers_count,satisfaction_rate,reviews_count,episodes_count,season_year,season_name,media,fetched_at
N6993MF,【完結】「雑草令嬢」と追放された私ですが、辺境の荒れ地を楽園に変えたら辺境伯に溺愛されています　～「種さえあればいい」と言った家族は、品質低下と収穫減少で破滅寸前です～,0.0,False,,,,,,,,,,2026-06-23
N3527MG,私がちゃんと伝えていれば,0.0,False,,,,,,,,,,2026-06-23
N8333MF,類稀な美貌の宰相令息と砂漠の女神の愛し子,0.0,False,,,,,,,,,,2026-06-23
N8066MG,なんか王太子殿下のクラスに魅了魔法が充満してるんだけど、これってヤバない？,0.0,False,,,,,,,,,,2026-06-23
N7598MG,荷物係のお前も見ただろう？と勇者候補に証人扱いされました。はい、撤退合図を無視して魔物の巣を踏み抜いたところまで全部記録しています,0.0,False,,,,,,,,,,2026-06-23
N2459LP,「君を愛する事はない」と言われました。旦那様そのお話詳しく聞かせてください。,0.0,False,,,,,,,,,,2026-06-23
N7772MF,「帰ったら結婚しよう」と言った幼馴染のあなたに向けて、私は「他に愛する人が出来ました」と別れの手紙を書いた,0.0,False,,,,,,,,,,2026-06-23
N2759MH,終末世界の帰還錬金術師　～日本に戻ったら人類と悪魔が戦争をしていましたが、異世界で勇者になれなかった俺達はスルーして適当に生きたいと思います～,0.0,False,,,,,,,,,,2026-06-23
N7770MG,別の女性と結婚したかったと愚痴る王太子殿下もただの雑音。リボン編みこそ至高だわ。,0.0,False,,,,,,,,,,2026-06-23
N9165MF,「冤罪だというなら証明して見せろ！」「殺してないのが証明です」,0.0,False,,,,,,,,,,2026-06-23
N7402MG,「普通のパンを下さい」と聖女は言った。【連載版始めました】 ,0.0,False,,,,,,,,,,2026-06-23
N0054MI,婚約者に「人の腹の内まで覗く女」と言われたので、彼がいつも優先する幼なじみの腹の内を覗いてみました,0.0,False,,,,,,,,,,2026-06-23
N5240MF,無魔力の第六王女は敵国に攫われる,0.0,False,,,,,,,,,,2026-06-23
N1100MH,「お兄様、ズルい！」と弟が騒ぐので 〜辺境伯は強欲な弟と傲慢な妻に今日も譲る〜,0.0,False,,,,,,,,,,2026-06-23
N8885ME,呪われた一族ですが次女なので関係なくこの家を継がせていただきます,0.0,False,,,,,,,,,,2026-06-23
N1762LZ,夢を叶えた娘,0.0,False,,,,,,,,,,2026-06-23
N0729MI,「君は合格だ」と言われて、私は不合格を告げた。,0.0,False,,,,,,,,,,2026-06-23
N1268MI,梔子は語る,0.0,False,,,,,,,,,,2026-06-23
N2479MI,思っているだけじゃ伝わらない──だから人は、言葉を使うのだ。,0.0,False,,,,,,,,,,2026-06-23
N2950LY,婚約破棄された後、他国の王族が求婚してくるのって怖すぎませんか？,0.0,False,,,,,,,,,,2026-06-23
N3849ME,【エピ追加ラスト！】「少しは私の都合も考えてくれ」と言われ続けたので、王太子の婚約者を辞めることにしました,0.0,False,,,,,,,,,,2026-06-23
N5025MF,神獣と嘘つき令嬢,0.0,False,,,,,,,,,,2026-06-23
N0423MH,「欲しがりな妹」が断罪された後に,0.0,False,,,,,,,,,,2026-06-23
N6561MF,義姉がやってきた〜婚約者を守る為にうちで囲おう〜,0.0,False,,,,,,,,,,2026-06-23
N5703ME,夜会の顛末,0.0,False,,,,,,,,,,2026-06-23
N0855MG,義妹が虐げられ令嬢の罪を探し始めましたが、見つかったのは義妹と継母が奪ってきた私の人生でした,0.0,False,,,,,,,,,,2026-06-23
N3266MI,あなたのアドバイスはいつも的確ですね。……後出しで,0.0,False,,,,,,,,,,2026-06-23
N3273MF,ちんまい万能女官はクビでも溺愛される,0.0,False,,,,,,,,,,2026-06-23
N4953MD,魔法使い令嬢のお手軽な復讐,0.0,False,,,,,,,,,,2026-06-23
N5139MG,孤高の結界は裏切りを許さない,0.0,False,,,,,,,,,,2026-06-23
N5741MG,【短編】支えるのが当たり前？そんな結婚生活なんてごめんですわ,0.0,False,,,,,,,,,,2026-06-23
N9402MB,男だらけの世界の方が、何故か女性にモテるんだけど？,0.0,False,,,,,,,,,,2026-06-23
N1916MF,【連載完結】私から全てを奪った連中に壮絶な復讐,0.0,False,,,,,,,,,,2026-06-23
N9048MH,聖女さまの休日について、あるメイドの手記,0.0,False,,,,,,,,,,2026-06-23
N0602LG, 婚約解消された公爵令嬢ですが、帝国へ留学したら天才と呼ばれました～今さら復縁したいと言われても図書館の方が大事です～,0.0,False,,,,,,,,,,2026-06-23
N4291MI,わたしが辞めた翌朝、王宮の花はぜんぶ本音を喋りはじめた。,0.0,False,,,,,,,,,,2026-06-23
N1839MB,手紙を辿る,0.0,False,,,,,,,,,,2026-06-23
N0428MF,【ルイリコ】初期装備で壁画を延々スクショしてる奴がいるんだが【過疎配信】,0.0,False,,,,,,,,,,2026-06-23
N4709MF,婚約者候補が妹を選んだので、やめました,0.0,False,,,,,,,,,,2026-06-23
N1967FY,悪徳令嬢クラリス・グローリアの永久没落【書籍化】,0.0,False,,,,,,,,,,2026-06-23
N4895MF,妖精の祝福,0.0,False,,,,,,,,,,2026-06-23
N1447ME,婚約破棄の瞬間、全国民に“実況”されました～無能王子の公開処刑が始まったようです～,0.0,False,,,,,,,,,,2026-06-23
N6127MH,トトカルチョで婚約破棄を,0.0,False,,,,,,,,,,2026-06-23
N4838MI,愛よりも前に貴族ですので,0.0,False,,,,,,,,,,2026-06-23
N7507MH,婚約破棄までにしたい10のこと,0.0,False,,,,,,,,,,2026-06-23
N3955LZ,ダンジョン穴掘り――ストレス発散のためにスコップを手にダンジョンでひたすら穴を掘ってたら奈落に落ちた――,0.0,False,,,,,,,,,,2026-06-23
N9882MG,「昨晩は誰とも会っていない！」とおっしゃられましても,0.0,False,,,,,,,,,,2026-06-23
N6136KP,【追加しました！】田舎の男爵、父絶句！妊娠、婚姻？都会の学院に行った娘が、王太子と一緒に追放ざまあされて、戻ってきた！　え？王都で王命で婚姻済なの？,0.0,False,,,,,,,,,,2026-06-23
N1485MI, わたくしは、薔薇。,0.0,False,,,,,,,,,,2026-06-23
N3935LU,緑の聖女は転生先を間違えられたようです～植物スキルで、それなりに楽しくスローライフをしてます,0.0,False,,,,,,,,,,2026-06-23
N4111KN,賢妃の決断,0.0,False,,,,,,,,,,2026-06-23
N4830BU,本好きの下剋上　～司書になるためには手段を選んでいられません～,0.0,False,,,,,,,,,,2026-06-23
N1683ME,妹にだまされ、私を無視する婚約者をすてることにした,0.0,False,,,,,,,,,,2026-06-23
N1605LE,『下ごしらえ』で冒険者を目指す ～地味スキルなのに、なぜかモテる件～,0.0,False,,,,,,,,,,2026-06-23
N5003LM,陛下の愛したリリー。,0.0,False,,,,,,,,,,2026-06-23
N8754MC,何で本人に聞かないんだよ,0.0,False,,,,,,,,,,2026-06-23
N1711MG,「愛することはない」が流行っているそうなので、取引終了をお伝えします,0.0,False,,,,,,,,,,2026-06-23
N7886LZ,お前が愚鈍でなかったならよかったのに,0.0,False,,,,,,,,,,2026-06-23
N2121ME,田舎育ちの伯爵令嬢、大公家の第二夫人になる,0.0,False,,,,,,,,,,2026-06-23
N7957MD,「絶対迎えに行くよ」と「迎えに来たよ」の間,0.0,False,,,,,,,,,,2026-06-23
N0337MF,冤罪で手首を落とされた令嬢。親友からの誕生日プレゼントは盗品でした。逆行してやり返します,0.0,False,,,,,,,,,,2026-06-23
N8871MC,幼馴染とはいうものの,0.0,False,,,,,,,,,,2026-06-23
N1737MF,本物の聖女の居場所を、誰も知らない,0.0,False,,,,,,,,,,2026-06-23
N8076MB,わたしの婚約者の病弱な従妹,0.0,False,,,,,,,,,,2026-06-23
N7709MH,雨の日の婚約破棄　～落とし穴は頭上にあり～,0.0,False,,,,,,,,,,2026-06-23
N9927MD,「君の家事魔法など要らない」と婚約破棄されたので、王宮のおうち精霊を全員退職させます ～地味な家守令嬢を追い出したら、城のベッドも暖炉も朝食もいなくなりました～,0.0,False,,,,,,,,,,2026-06-23
N9232JA,【書籍化】ダンジョンに閉じ込められて２５年。救出されたときには立派な不審者になっていた,0.0,False,,,,,,,,,,2026-06-23
N4894MD,エレン・ブライスは婚約者を切り捨てる,0.0,False,,,,,,,,,,2026-06-23
N5288MG,僕の部屋がアイテムボックスな件,0.0,False,,,,,,,,,,2026-06-23
N2364MF,嫁いだ先は因習領地（？）でした,0.0,False,,,,,,,,,,2026-06-23
N3154ME,その夏は、ことのほか暑かった　～最後の聖女が消えた夏～,0.0,False,,,,,,,,,,2026-06-23
N3732LZ,令嬢は気付かない、完璧貴公子の拗らせた初恋に,0.0,False,,,,,,,,,,2026-06-23
N9145MD,謝れば、なにをしてもいいんでしょう？,0.0,False,,,,,,,,,,2026-06-23
N1483MI,桃髪聖女の不吉,0.0,False,,,,,,,,,,2026-06-23
N6323MG,男は裏切るけれど、お金は裏切らない　 ～愛されない王妃は静かに爪を研ぐ～,0.0,False,,,,,,,,,,2026-06-23
N4395IL,捨てられ公爵夫人は、平穏な生活をお望みのようです,0.0,False,,,,,,,,,,2026-06-23
N1735MH,偽聖女だと断罪されましたが、正真正銘の偽物です！今更謝ってももう遅いですか！？,0.0,False,,,,,,,,,,2026-06-23
N9009MH,「彼女をどのような立場に置かれるつもりですか」と聞かれたら…,0.0,False,,,,,,,,,,2026-06-23
N4376MF,王宮の招待状に、私の名前は書かれていませんでした,0.0,False,,,,,,,,,,2026-06-23
N6764LX,脇役令嬢は森でお茶会を,0.0,False,,,,,,,,,,2026-06-23
N2231MF,【短編】「もう遅い」のその前に～失わせ屋へようこそ～３,0.0,False,,,,,,,,,,2026-06-23
N8904MH,立太子されるのは自分だと思っていた第一王子ですが、弟に現実を教えられました,0.0,False,,,,,,,,,,2026-06-23
N7658ME,病弱な幼馴染を優先する婚約者を、夜会で叩き潰します。,0.0,False,,,,,,,,,,2026-06-23
N7780JO,【書籍化＆コミカライズ】悪役令嬢ってのはこうやるのよ,0.0,False,,,,,,,,,,2026-06-23
N0960LY,【第2の厄災完結】世界崩壊後、日常生活スキルで俺が最強拠点を作ってしまった件,0.0,False,,,,,,,,,,2026-06-23
N2683ME,入学式の日、王子様に向かってヒロインが飛び込んできた,0.0,False,,,,,,,,,,2026-06-23
N3356MC,ずっと母と妹に搾取されていたことに気付けたので縁を切りました,0.0,False,,,,,,,,,,2026-06-23
N6189KT,転生付与術師オーレリアの難儀な婚約,0.0,False,,,,,,,,,,2026-06-23
N8105LF,『番って便利な言葉ね　無能とされた放置嫁は、薬師になっておひとり様を満喫する』  ,0.0,False,,,,,,,,,,2026-06-23
N2399MH,だから、ずっと一緒にいましょうね,0.0,False,,,,,,,,,,2026-06-23
N6646MF,それ、大問題です。お気づきですか？,0.0,False,,,,,,,,,,2026-06-23
N4121LY,前世が寺生まれのおっさんだった令嬢は、『見えちゃう』体質の婚約者を全力でアシストすることにいたしました。,0.0,False,,,,,,,,,,2026-06-23
N3620MI,婚約破棄してきた王子は返すので代わりをください,0.0,False,,,,,,,,,,2026-06-23
N4671MG,王太子「婚約破棄してくれるかなー？」　令嬢たち「「「いいともー！」」」,0.0,False,,,,,,,,,,2026-06-23
N6052MI,とある鉱山管理者とシスターはもう限界だった,0.0,False,,,,,,,,,,2026-06-23
N3244MI,契約結婚していましたが、この度離縁しました！～竜の血を引く者達の国へ向かいました～,0.0,False,,,,,,,,,,2026-06-23
N5839MG,伯爵令嬢サディアの失恋【完結】【6/16おまけ話追加】,0.0,False,,,,,,,,,,2026-06-23
N8537ME,傲慢な聖女を追放しただけなのに,0.0,False,,,,,,,,,,2026-06-23
N9748LW,転生悪妻は、おちょろい旦那様が大事,0.0,False,,,,,,,,,,2026-06-23
N5808MF,幽霊姫が、家から逃げた,0.0,False,,,,,,,,,,2026-06-23
N4951MD,婚約破棄されて勘当されたわたしは都会派冒険者になる,0.0,False,,,,,,,,,,2026-06-23
N1970FG,田中家、転生する。,0.0,False,,,,,,,,,,2026-06-23
N3919LR,女王陛下の宝飾職人,0.0,False,,,,,,,,,,2026-06-23
N1984MG,娘の薬帳を捨てた夫へ。あなたが愛した“病弱な幼馴染”には、もう私の薬は届きません,0.0,False,,,,,,,,,,2026-06-23
N3839MI,持ち主の機嫌で色の変わる花を、婚約者にプレゼントされたら。,0.0,False,,,,,,,,,,2026-06-23
N2769MH,繊細ヤクザに正論パンチ！,0.0,False,,,,,,,,,,2026-06-23
N7119MC,愛さないと言った夫が豹変しました～囚われたわたしが夫の真実を知るまで～,0.0,False,,,,,,,,,,2026-06-23
N3299JN,【8/1コミカライズ①発売決定】悪役令嬢にざまぁされたくないので、お城勤めの高給取りを目指すはずでした（Web版）,0.0,False,,,,,,,,,,2026-06-23
N0566LK,異世界転移したけど森の奥で引きこもってます。スカウト？　いやぁ、森から出る気はないので遠慮します,0.0,False,,,,,,,,,,2026-06-23
N7286MC,異世界で『サレ妻スレ』立てたら、オフ会に王妃様が降臨して夫終了のお知らせ,0.0,False,,,,,,,,,,2026-06-23
N7406MI,私は愛のない結婚からただ脱出しただけですが,0.0,False,,,,,,,,,,2026-06-23
N7392KM,その約束が守られないことを知っている,0.0,False,,,,,,,,,,2026-06-23
N7414LY,ごめんなさい？もうしません？はあ？許すわけないでしょう？,0.0,False,,,,,,,,,,2026-06-23
N9466LU,病弱な幼馴染を優先する夫に耐えましたが、もう限界です ～今更溺愛されても許せません～,0.0,False,,,,,,,,,,2026-06-23
N7823MG,婚約者が（自称）病弱幼馴染に呼び出されるので、わたくしが物理的に鍛え上げて差し上げますわ！！,0.0,False,,,,,,,,,,2026-06-23
N7556JV,囲われサブリナは、今日も幸せ,0.0,False,,,,,,,,,,2026-06-23
N2396LW,うっすら転生者の侯爵令息は恋を綴る,0.0,False,,,,,,,,,,2026-06-23
N8733GF,お気楽領主の楽しい領地防衛  〜生産系魔術で名もなき村を最強の城塞都市に〜,0.0,False,,,,,,,,,,2026-06-23
N6935MF,「子を産めないおまえに価値があるのか？」と離縁された妻です。で、新しい奥さまとの間に子供はできましたか？,0.0,False,,,,,,,,,,2026-06-23
N5731MF,完璧な王太子殿下の隣で、私は彼に恋を囁く,0.0,False,,,,,,,,,,2026-06-23
N1718MD,婚約者だけでなく名前まで妹に譲れと言われたので、家系図から私を消しました　～私を忘れた王宮は、私が結んだ祝福まで失う～,0.0,False,,,,,,,,,,2026-06-23
N3221MF,『この家から出てゆきなさい！』と言われた令嬢は喜び勇んで家出する,0.0,False,,,,,,,,,,2026-06-23
N2670ME,家庭教師のデボラ。,0.0,False,,,,,,,,,,2026-06-23
N6684MG,リボン至上の王国で、義母と義妹が私に勝てるはずありませんわ。,0.0,False,,,,,,,,,,2026-06-23
N2130MG,呪われた王太子を助けてあげたのに、罪を着せられ殺されそうです,0.0,False,,,,,,,,,,2026-06-23
N3212MI,続　公爵家の双子には手を出すな　～花屋の娘の話～,0.0,False,,,,,,,,,,2026-06-23
N1448MF,陸で溺れて消えてください,0.0,False,,,,,,,,,,2026-06-23
N1975ME,「聖女様をイジメるなと言われましても」,0.0,False,,,,,,,,,,2026-06-23
N6729MH, 実力派の有名悪役俳優(30歳)は、週刊誌に実生活では物凄く良い人であることを暴露されてしまってイメージが全て崩壊。そして人生が終了...する？,0.0,False,,,,,,,,,,2026-06-23
N9546MH,他人の幼馴染の話を聞いて、私には幼馴染などいなくてよかったなと思う関係のないご令嬢。,0.0,False,,,,,,,,,,2026-06-23
N7880ME,悪役令嬢ですが、恋愛イベント加速装置はやめさせていただきます,0.0,False,,,,,,,,,,2026-06-23
N2805JJ,【書籍化＆コミカライズ配信中】さようなら、王子様。どうか私のことは忘れて下さい【なろう版】,0.0,False,,,,,,,,,,2026-06-23
N3290GX,神の庭付き楠木邸・WEB版【アニメ化】,0.0,False,,,,,,,,,,2026-06-23
N3213MF,初対面の第一声が自分もよちよちして欲しいでした,0.0,False,,,,,,,,,,2026-06-23
N9674ME,私の結婚式用ベールを奪った義妹は、女神の祝福を受けられませんでした。,0.0,False,,,,,,,,,,2026-06-23
N0753HR,【漫画4巻6/5発売！】悪役令嬢の矜持〜婚約者を奪い取って義姉を追い出した私は、どうやら今から破滅するようです。〜,0.0,False,,,,,,,,,,2026-06-23
N8281JR,崩壊世界の魔法杖職人,0.0,False,,,,,,,,,,2026-06-23
N8123MD,【完結】灰かぶりの姉は物申す,0.0,False,,,,,,,,,,2026-06-23
N1994LU,騎士団長、愛を知る,0.0,False,,,,,,,,,,2026-06-23
N3264MI,婚約者が闇落ち寸前なので、世界を滅ぼす前に寝かせます,0.0,False,,,,,,,,,,2026-06-23
N5934MI,ずるいずるいと言う義妹が婚約者を譲れと言ってきました,0.0,False,,,,,,,,,,2026-06-23
N0114MH,白いベールで顔を隠されたブス（※勘違い）令嬢ですが、婚約破棄されたら幼馴染の騎士に強奪されました,0.0,False,,,,,,,,,,2026-06-23
N8752MF, 疲れた彼女は、境界を引く。,0.0,False,,,,,,,,,,2026-06-23
N8093MF,鬼柴田と忙しない姫 〜守護邸が燃えたので、柴田勝家の妻になりました〜,0.0,False,,,,,,,,,,2026-06-23
N6047KP,ああ、香しき貴公子達よ。,0.0,False,,,,,,,,,,2026-06-23
N3231HJ,異世界に来たけど、生活魔法しか使えません,0.0,False,,,,,,,,,,2026-06-23
N0173BI,かわいいコックさん企画部屋,0.0,False,,,,,,,,,,2026-06-23
N8356GA,サイレント・ウィッチ,0.6452,True,13744.0,サイレント・ウィッチ 沈黙の魔女の隠しごと,3525.0,,147.0,14.0,2025.0,summer,TV,2026-06-23
N8632MG,【短編】実の子が見つかったからと邪険にされたので屋敷を出た養女の話,0.0,False,,,,,,,,,,2026-06-23
N0869MG,チートなし転生の遺族対応係、戦死者名簿を直しただけで王国軍が沈黙しました,0.0,False,,,,,,,,,,2026-06-23
N2436MG,ならば、叶えてあげましょう,0.0,False,,,,,,,,,,2026-06-23
N7835CJ,本好きの下剋上　SS置き場,0.0,False,,,,,,,,,,2026-06-23
N3244MH,婚約破棄された翌日、王家の紋章が私の腕に現れました,0.0,False,,,,,,,,,,2026-06-23
N2930MF,精霊巫女など要らぬと追放されたので、精霊様方も連れて出ていきます,0.0,False,,,,,,,,,,2026-06-23
N9892MD,婚約破棄と言われたけど、某警視庁の警部殿みたく「1つだけ、よろしいでしょうか?」と質問したら、婚約者の方がざまぁされた,0.0,False,,,,,,,,,,2026-06-23
N3562JY,老執事シルベスターは、今日も微笑む,0.0,False,,,,,,,,,,2026-06-23
N4502MG,「ただの香り袋だろう」と夫に捨てられました。では、王都の厄除け香は本日で回収いたします,0.0,False,,,,,,,,,,2026-06-23
N0274KW,3S探索者の代理人,0.0,False,,,,,,,,,,2026-06-23
N2626JQ,顔で夫を選んだ母を反面教師にした私,0.0,False,,,,,,,,,,2026-06-23
N7579KF,金貨１枚でいかがでしょうか？　【電子書籍化進行中】,0.0,False,,,,,,,,,,2026-06-23
N0736LC,電書第3巻（完結）配信中　ドアマット幼女は屋根裏部屋から虐待を叫ぶ,0.0,False,,,,,,,,,,2026-06-23
N1848MF,王太子に捨てられた伯爵令嬢は、下級兵の妻になった,0.0,False,,,,,,,,,,2026-06-23
N5423MH,一生懸命編んだリボンを婚約者の恋人に池へ捨てられました。婚約者の弟と伯爵夫人が全力で私を気遣ってくれます。,0.0,False,,,,,,,,,,2026-06-23
N2959KI,「彼を殺して私も死ぬわ！」と叫んだ瞬間、前世を思い出しました　～あれ、こんな人どうでも良くない？～,0.0,False,,,,,,,,,,2026-06-23
N2957MI,愛されていたはずでした,0.0,False,,,,,,,,,,2026-06-23
N6316BN,転生したらスライムだった件,1.0,True,5789.0,転生したらスライムだった件,10420.0,91.88,125.0,25.0,2018.0,autumn,TV,2026-06-23
N5634MF,断罪中、前世を思い出した私は全力で『クロ』を『シロ』にします,0.0,False,,,,,,,,,,2026-06-23
N7728MF,国の穀物庫と呼ばれる伯爵家の長女ですが、なぜかお古の制服を着せられています,0.0,False,,,,,,,,,,2026-06-23
N1785EK,ハズレ枠の【状態異常スキル】で最強になった俺がすべてを蹂躙するまで,1.0,True,12456.0,ハズレ枠の【状態異常スキル】で最強になった俺がすべてを蹂躙するまで,1670.0,,59.0,13.0,2024.0,summer,TV,2026-06-23
N8110ME,&lt;完結済み&gt;結婚式に参列に行ったら自分が結婚しました,0.0,False,,,,,,,,,,2026-06-23
N9815ME,「予定日まで一週間あるから大丈夫」と言った俺、気がついたら人生終了,0.0,False,,,,,,,,,,2026-06-23
N7787EQ,魔導具師ダリヤはうつむかない,1.0,True,11102.0,魔導具師ダリヤはうつむかない,1214.0,,71.0,12.0,2024.0,summer,TV,2026-06-23
N9684MG,貴様を愛することはないといった夫と侵略者の私,0.0,False,,,,,,,,,,2026-06-23
N4850KL,「俺、王子やめて音楽で食っていこうかな」「ははは、いいんじゃないですか」こんなことを言ってしまったばっかりに、誕生日プレゼントが自作のラブソングに,0.0,False,,,,,,,,,,2026-06-23
N2482LV,魔法なき世界の異端魔導士　～冤罪で捕まりかけた大魔導士は異世界で自由気ままに旅をします～,0.0,False,,,,,,,,,,2026-06-23
N5192ME,余命一日。婚約破棄なら、ご勝手に！,0.0,False,,,,,,,,,,2026-06-23
N2649ME,嘘告の功罪　～「本当は好きだった」は免罪符にならない,0.0,False,,,,,,,,,,2026-06-23
N1416MD,落ちこぼれ祓い師男子は霊障が存在する現代を元気に生き抜く,0.0,False,,,,,,,,,,2026-06-23
N9331MD,悪役令嬢に転生しましたが、推しが攻略対象外なのでヒロインを虐めている場合ではありません,0.0,False,,,,,,,,,,2026-06-23
N1143ME,英雄願望もほどほどに,0.0,False,,,,,,,,,,2026-06-23
N1120MH, 婚約者候補が浮気したらしいので、生まれた国に帰ります！,0.0,False,,,,,,,,,,2026-06-23
N6116ME,姉上、憑依転生されてません！？,0.0,False,,,,,,,,,,2026-06-23
N1068JK,さよなら、英雄になった旦那様～ただ祈るだけの役立たずの妻のはずでしたが…～【書籍・コミカライズ化10月開始】,0.0,False,,,,,,,,,,2026-06-23
N5326MI,鳥籠の鳥を逃がす方法,0.0,False,,,,,,,,,,2026-06-23
N4013MA,前世の自分がゲームに出ている件,0.0,False,,,,,,,,,,2026-06-23
N7994MG,略奪女の方、略奪女の方はいらっしゃいませんかー？　強く美しい騎士の婚約者はいかがでしょうかー！　今なら最悪な性格もお付けしまーす！,0.0,False,,,,,,,,,,2026-06-23
N1551ME,鳴神の嫁取り 〜橋の下で拾った龍神様に、十五年越しに溺愛されています〜 ,0.0,False,,,,,,,,,,2026-06-23
N6189MF,【完結】忘却の少女ミテル,0.0,False,,,,,,,,,,2026-06-23
N8927ME,病弱幼なじみには「俺がいないとダメなんだ」なら、一生背負わせてあげましょう。,0.0,False,,,,,,,,,,2026-06-23
N1906KU,王家の壁になりました,0.0,False,,,,,,,,,,2026-06-23
N8812JE,ありがとうチート！～トンズラ幼女はマイペースに異世界を堪能することにしました～,0.0,False,,,,,,,,,,2026-06-23
N2951MG,お義母様のお言葉は絶対、なのですね？　でも、一つお伺いしてもよろしいかしら,0.0,False,,,,,,,,,,2026-06-23
N3354MF,妹が「寒い辺境も傷のある旦那様も嫌」と言うので身代わりで嫁ぎました。今さら代わってと言われても、もう遅いです,0.0,False,,,,,,,,,,2026-06-23
N4234ME,童貞を召喚する魔術で皇帝を召喚してしまった……,0.0,False,,,,,,,,,,2026-06-23
N8241LX,天才の王太子殿下いわく、悪役令嬢がヒロインを階段から突き落とした際の最適解,0.0,False,,,,,,,,,,2026-06-23
N4920MI,言ってもわからないのでしょう？　ならば物理ですわ,0.0,False,,,,,,,,,,2026-06-23
N2738MH,誰でもできる。そう、それで？,0.0,False,,,,,,,,,,2026-06-23
N3620MC,&quot;平民ヒロイン&quot;がまともな感性を持った&quot;暴力系ヒロイン&quot;だった場合：,0.0,False,,,,,,,,,,2026-06-23
N9512IJ,役立たずスキル【ログインボーナス】で捨てられた令嬢が、本当の幸せをつかむまで【コミックス３巻５月発売】,0.0,False,,,,,,,,,,2026-06-23
N4943MD,自作自演！　聖女召喚!!,0.0,False,,,,,,,,,,2026-06-23
N8095ME,公爵令嬢の婚約者に手を出して、道連れにしました。幸せでした。,0.0,False,,,,,,,,,,2026-06-23
N1098MF,【短編】「雑草令嬢」と追放された私ですが、辺境の荒れ地を楽園に変えたら辺境伯に溺愛されています　～「種さえあればいい」と言った家族は、品質低下と収穫減少で破滅寸前です～【連載版、別で始めました！】,0.0,False,,,,,,,,,,2026-06-23
N5443MI,確かに従姉妹ですけど、そいつは公爵家の血筋ではありませんわよ？,0.0,False,,,,,,,,,,2026-06-23
N7791MH,殿下、それ呪われてます,0.0,False,,,,,,,,,,2026-06-23
N2826MF,【連載版】婚約破棄？ 責任者をお呼びしますわ　〜スキル《呼び鈴》で大変なことになりました〜,0.0,False,,,,,,,,,,2026-06-23
N0215MC,転生者ですが孤児だったので、活字拾いでなんとか生きています！,0.0,False,,,,,,,,,,2026-06-23
N6086MF,公爵令嬢フローラの選択,0.0,False,,,,,,,,,,2026-06-23
N4711MC,【書籍化進行中】「またあの子を優先するのですか？」と言うのをやめた日,0.0,False,,,,,,,,,,2026-06-23
N2002MF,【完結】捨てられた侯爵夫人の日記,0.0,False,,,,,,,,,,2026-06-23
N5082HP,【コミカライズ5巻5月発売】婚約者が浮気相手と駆け落ちしました。王子殿下に溺愛されて幸せなので、今さら戻りたいと言われても困ります。【書籍全3巻発売中】,0.0,False,,,,,,,,,,2026-06-23
N0395MF,婚約者を男爵令嬢に奪われたので田舎に帰ります――老執事と静かに暮らしていたら、元婚約者の家が勝手に没落していました,0.0,False,,,,,,,,,,2026-06-23
N6169DZ,シャングリラ・フロンティア〜クソゲーハンター、神ゲーに挑まんとす〜,1.0,True,9733.0,シャングリラ・フロンティア〜クソゲーハンター、神ゲーに挑まんとす〜,3198.0,,99.0,26.0,2023.0,autumn,TV,2026-06-23
N2332MG,「聖女様に温室をお譲りして」と婚約者に命じられましたので、冬薔薇の育成契約ごと王立植物院へ移ります,0.0,False,,,,,,,,,,2026-06-23
N0406MI,おっしゃる通り、可愛げがないようですので,0.0,False,,,,,,,,,,2026-06-23
N7257LW,今日あたしは筆頭聖女を辞めました。,0.0,False,,,,,,,,,,2026-06-23
N0076LQ,そういうわけですので僕は王になるのをやめようと思うのです,0.0,False,,,,,,,,,,2026-06-23
